OID|DISBURSEMENT_TYPE|PURPOSE|DATE|AMOUNT|PAYER_PAYEE_ID|RPT_ID
54798|501|Mailings ( Union Meeting Minutes)|2004-06-19|1050|36216|270093
54799|501|Mailings ( Union Meeting Minutes)|2004-06-30|76|36216|270093
54800|501|Mailings ( Union Meeting Minutes)|2004-07-22|840|36216|270093
54801|501|Mailing ( Union Meeting Minutes)|2004-08-23|1470|36216|270093
54802|501|Mailing ( Union Meeting Minutes)|2004-08-29|735|36216|270093
54803|501|Mailing ( Union Meeting Minutes)|2004-09-23|840|36216|270093
54804|501|Mailing ( Union Meeting Minutes)|2004-10-26|848|36216|270093
54805|501|Mailing ( Union Meeting Minutes)|2004-11-14|838|36216|270093
54806|501|Mailings for union meeting minutes|2004-12-29|846|36217|270093
54807|501|Travel Agent for Investigations ( Air/Car/Motel|2004-02-24|3808|36218|270093
54808|501|Travel Agent for Investigations ( Air/Car/Motel|2004-03-23|2167|36218|270093
54809|501|Travel Agent for Investigations ( Air/Car/Motel|2004-05-24|926|36218|270093
54810|501|Travel Agent for Investigations (Air/Car/Motel|2004-05-25|30|36218|270093
54811|501|Travel Agent for Investigations ( Air/Car/Motel|2004-06-21|10286|36218|270093
54812|501|Travel Agent for Investigations (Air/Car/Motel|2004-07-22|1900|36218|270093
54813|501|Travel Agent for Investigations (Air/Car/Motel|2004-08-12|703|36218|270093
54814|501|Travel Agent for Investigations (Air/Car/Motel|2004-09-28|2471|36218|270093
54815|501|Travel Agent for Investigations (Air/Car/Motel|2004-11-01|26|36218|270093
54816|501|Travel Agent for Investigations (Air/Car/Motel|2004-12-21|20|36218|270093
54817|501|Travel or Supplies for Union Business|2004-01-18|47|36219|270093
54818|501|Travel or Supplies for Union Business|2004-02-12|111|36219|270093
54819|501|Travel or Supplies for Union Business|2004-03-17|97|36219|270093
54820|501|Travel or Supplies for Union Business|2004-04-20|291|36219|270093
54821|501|Travel or Supplies for Union Business|2004-05-24|142|36219|270093
54822|501|Travel or Supplies for Union Business|2004-06-19|259|36219|270093
54823|501|Travel or Supplies for Union Business|2004-07-24|199|36219|270093
54824|501|Travel or Supplies for Union Business|2004-08-23|753|36219|270093
54825|501|Travel or Supplies for Union Business|2004-09-23|1336|36219|270093
54826|501|Travel or Supplies for Union Business|2004-10-26|921|36219|270093
54827|501|Travel or Supplies for Union Business|2004-11-14|526|36219|270093
54828|501|Travel or Supplies for Union Business|2004-12-29|44|36219|270093
54829|501|Overpayment of dues my members|2004-01-01|359|36220|270093
54830|501|Overpayment of dues my members|2004-02-01|82|36220|270093
54831|501|Overpayment of dues my members|2004-03-01|358|36220|270093
54832|501|Overpayment of dues my members|2004-04-01|402|36220|270093
54833|501|Overpayment of dues my members|2004-08-01|1194|36220|270093
54834|501|Overpayment of dues my members|2004-10-01|245|36220|270093
54835|501|Overpayment of dues my members|2004-12-01|61|36220|270093
54836|501|Back Taxes|2004-04-27|749|36221|270093
54837|501|Back Taxes|2004-10-26|274|36221|270093
54838|501|Cell phone for Levine & Blomstedt|2004-08-09|92|36221|270093
54839|501|Cell phone for Levine & Blomstedt|2004-08-23|69|36221|270093
54840|501|Cell phone for Levine & Blomstedt|2004-08-29|96|36221|270093
54841|501|Cell phone for Levine & Blomstedt|2004-09-23|71|36221|270093
54842|501|Cell phone for Levine & Blomstedt|2004-09-28|92|36221|270093
54843|501|Cell phone for Levine & Blomstedt|2004-10-26|71|36221|270093
54844|501|Cell phone for Levine & Blomstedt|2004-11-01|92|36221|270093
54845|501|Cell phone for Levine & Blomstedt|2004-12-02|97|36221|270093
54846|501|Bank Charges (Returned Checks)|2004-02-01|44|36222|270093
54847|501|Bank Charges (Returned Checks)|2004-03-12|155|36222|270093
54848|501|Bank Charges (Returned Checks)|2004-08-20|6|36222|270093
54849|501|Bank Charges (Returned Checks)|2004-10-14|52|36222|270093
54850|501|Ct 1 Taxes|2004-02-24|2813|36222|270093
54851|501|Ct 1 Taxes|2004-05-02|2719|36222|270093
54852|501|Ct 1 Taxes|2004-06-22|3575|36222|270093
54853|501|Ct 1 Taxes|2004-12-30|3957|36222|270093
54854|501|Federal Tax|2004-04-20|8363|36222|270093
54855|501|Federal Tax|2004-05-02|1879|36222|270093
54856|501|Federal Tax|2004-06-22|2194|36222|270093
54857|501|Federal Tax|2004-09-28|2334|36222|270093
54858|501|Federal Tax|2004-09-28|6697|36222|270093
54859|501|Federal Tax|2004-12-30|2304|36223|270093
54860|501|Ed Fund Transfer|2004-01-05|3000|36223|270093
54861|501|Ed Fund Transfer|2004-02-01|3000|36223|270093
54862|501|Ed Fund Transfer|2004-03-01|3000|36223|270093
54863|501|Ed Fund Transfer|2004-04-01|3000|36223|270093
54864|501|Ed Fund Transfer|2004-05-01|3000|36223|270093
54865|501|Ed Fund Transfer|2004-06-01|3000|36223|270093
54866|501|Ed Fund Transfer|2004-07-01|3000|36223|270093
54867|501|Ed Fund Transfer|2004-08-01|3000|36223|270093
54868|501|Ed Fund Transfer|2004-09-01|3000|36223|270093
54869|501|Ed Fund Transfer|2004-10-01|3000|36223|270093
54870|501|Ed Fund Transfer|2004-11-01|3000|36223|270093
54871|501|Ed Fund Transfer|2004-12-01|3000|36223|270093
54872|503|Retirement plaques for retired members|2004-01-18|54|36224|270093
54873|503|Retirement plaques for retired members|2004-03-01|38|36224|270093
54874|503|Retirement plaques for retired members|2004-03-14|19|36224|270093
54875|503|Retirement plaques for retired members|2004-04-13|50|36224|270093
54876|503|Retirement plaques for retired members|2004-06-30|160|36224|270093
54877|503|Retirement plaques for retired members|2004-07-13|67|36224|270093
54878|503|Retirement plaques for retired members|2004-08-09|820|36224|270093
54879|503|Retirement plaques for retired members|2004-08-29|89|36224|270093
54880|503|Retirement plaques for retired members|2004-09-23|170|36224|270093
54881|503|Retirement plaques for retired members|2004-09-28|18|36224|270093
54882|503|Retirement plaques for retired members|2004-11-23|38|36224|270093
54883|503|Retirement plaques for retired members|2004-12-02|83|36224|270093
54884|503|Retirement plaques for retired members|2004-12-29|32|36224|270093
54885|505|Back Taxes and fees|2004-01-18|75|36225|270093
54886|505|Back Taxes and fees|2004-02-24|157|36225|270093
54887|505|Back Taxes and fees|2004-02-29|119|36225|270093
54888|505|Back Taxes and fees|2004-04-05|6085|36225|270093
54889|505|Back Taxes and fees|2004-04-20|60|36225|270093
54890|505|Back Taxes and fees|2004-04-27|1162|36225|270093
54891|505|Back Taxes and fees|2004-06-19|44|36225|270093
54892|505|Back Taxes and fees|2004-07-22|259|36225|270093
54893|505|Back Taxes and fees|2004-09-23|526|36225|270093
54894|505|Back Taxes and fees|2004-09-28|156|36225|270093
54895|505|Back Taxes and fees|2004-10-06|504|36225|270093
54896|505|Back Taxes and fees|2004-10-26|1676|36225|270093
54897|505|Back Taxes and fees|2004-11-01|1019|36225|270093
54898|505|Back taxes & Fees for members to Grand Lodge|2004-12-29|217|36225|270093
140|501|GENERAL CONTRIBUTION TO ORGANIZING|2004-10-28|35577|140|228895
141|502|PROMOTIONAL SUPPLIES|2004-10-21|13516|141|228895
142|504|WORKERS COMPENSATION|2004-08-01|3231|142|228895
143|504|AUTOMOBILE INSURANCE|2004-11-15|3566|142|228895
144|505|QUARTERLY MEETING|2004-11-09|16215|143|228895
1219206|504|AUDIT|2004-11-24|1150|853732|463647
1219207|504|AUDIT|2004-12-14|6760|853732|463647
1219208|504|AUDIT|2004-12-16|1010|853732|463647
176|504|RENT AND UTILITIES|2004-12-03|21595|192|229128
177|504|RENT AND UTILITIES|2004-12-22|32982|192|229128
178|504|ROUTINE LABOR LEGAL|2004-11-19|9145|195|229128
179|504|ROUTINE LABAOR LEGAL|2004-12-17|4757|195|229128
180|504|DEFEND LAWSUIT BY MEMBER|2004-11-23|8111|197|229128
181|504|DEFEND LAWSUIT BY MEMBER|2004-12-29|6986|197|229128
182|504|FILL POSTAGE METER|2004-11-23|15000|198|229128
183|504|FILL POSTAGE METER|2004-12-10|15000|198|229128
184|504|UNIFICATION CONVENTION|2004-11-23|31875|200|229128
185|504|NEWSPAPER PRINTING|2004-11-19|6816|202|229128
186|504|ANDERSON VS. ST. LOUIS COUNTY|2004-11-19|7887|204|229128
1218279|501|REPRESENTATION OF GEORGE NAVARRO|2004-01-20|1000|853288|463353
1218280|501|REPRESENTATION OF GEORGE NAVARRO|2004-11-17|7000|853288|463353
1219272|504|N/A|2004-12-01|0|853767|463667
1219273|505|Lodging for Convention|2004-07-25|13745|853768|463667
1220371|503|MISCELLANEOUS - BEREAVEMENT|2004-09-30|1075|854474|464076
1220372|504|RENT|2004-09-30|11933|854475|464076
1220373|504|EQUIPMENT LEASE|2004-04-09|5565|854476|464076
1220374|504|POSTAGE|2004-04-09|4195|854477|464076
1220375|504|PRINTING|2004-09-30|3847|854478|464076
1220376|504|OFFICE SUPPLIES|2004-09-30|3027|854479|464076
1220377|504|BANK SVC CHARGES|2004-09-30|64|854479|464076
1220378|504|MEETING EXPENSES|2004-09-30|90|854479|464076
1220379|504|MISC EXPENSES|2004-09-30|591|854479|464076
1220380|504|SUPPLIES|2004-09-30|2802|854479|464076
1220381|504|INSURANCE|2004-09-30|342|854480|464076
1220382|504|ACCOUNTING FEES|2004-09-30|2105|854480|464076
1220383|504|UTILITIES|2004-09-30|1343|854480|464076
1220384|504|TELEPHONE|2004-04-09|10105|854481|464076
1220385|504|OFFICE FURNITURE AND ACCESSORIES|2004-09-30|11481|854482|464076
85940|502|TPEL- JANUARY|2004-01-17|411|58419|273143
85941|502|TPEL-FEBRUARY|2004-02-22|411|58419|273143
85942|502|TPEL-MARCH|2004-03-19|411|58419|273143
85943|502|TPEL-APRL|2004-04-19|417|58419|273143
85944|502|TPEL-MAY|2004-05-19|414|58419|273143
85945|502|TPEL-JUNE|2004-06-21|445|58419|273143
85946|502|TPEL-JULY|2004-07-19|441|58419|273143
85947|502|TPEL-AUGUST|2004-08-22|441|58419|273143
85948|502|TPEL-SEPTEMBER|2004-09-15|441|58419|273143
85949|502|TPEL-OCTOBER|2004-10-25|441|58419|273143
85950|502|TPEL-NOVEMBER|2004-12-11|432|58419|273143
85951|502|TPEL-DECEMBER|2004-12-11|432|58419|273143
85952|504|ACCOUNTING SERVICES - JANUARY|2004-01-26|535|58420|273143
85953|504|ACCOUNTING SERVICES - FEBRUARY|2004-02-23|535|58420|273143
85954|504|ACCOUTNING SERVICES - MARCH|2004-03-22|535|58420|273143
85955|504|ACCOUNTING SERVICES- APRIL|2004-04-26|535|58420|273143
85956|504|ACCOUNTING SERVICES- MAY|2004-05-24|535|58420|273143
85957|504|ACCOUNTING SERVICES- JUNE|2004-06-22|535|58420|273143
85958|504|ACCOUNTING SERVICES- JULY|2004-07-26|535|58420|273143
85959|504|ACCOUNTING SERVICES- AUGUST|2004-08-23|535|58420|273143
85960|504|ACCOUNTING SERVICES- SEPTEMBER|2004-09-27|535|58420|273143
85961|504|ACCOUNTING SERVICES- OCTOBER|2004-10-25|535|58420|273143
85962|504|ACCOUNTING SERVICES- NOV& DEC|2004-12-13|1070|58420|273143
85963|504|NEW CHECKS|2004-03-06|51|58421|273143
85964|504|FERROFFIARO E|2004-01-11|70|58422|273143
85965|504|SCOTT GW|2004-01-11|71|58422|273143
85966|504|BARKER RJ|2004-01-11|71|58422|273143
85967|504|LOTHRIDGE KW|2004-01-11|92|58422|273143
85968|504|GORDON S|2004-03-14|25|58422|273143
85969|504|CAMPBELL B|2004-04-12|423|58422|273143
85970|504|GUY A|2004-07-08|71|58422|273143
85971|504|MC DOUGALE K|2004-07-08|71|58422|273143
85972|504|PICHI R|2004-07-08|74|58422|273143
85973|504|LOZA S|2004-07-08|82|58422|273143
85974|504|CHANDLER R|2004-07-08|74|58422|273143
85975|504|PESEAU R|2004-07-08|40|58422|273143
85976|504|MILLER WD|2004-09-27|74|58422|273143
85977|504|TELLER SA|2004-09-27|71|58423|273143
85978|504|HILLARD JA|2004-09-27|157|58423|273143
85979|505|MEETING ROOM RENTAL|2004-02-23|50|58424|273143
85980|505|MEETING ROOM RENTAL|2004-04-26|50|58424|273143
85981|505|MEETING ROOM RENTAL|2004-06-22|50|58424|273143
85982|505|MEETING ROOM RENTAL|2004-08-23|50|58424|273143
85983|505|MEETING ROOM RENTAL|2004-10-25|50|58424|273143
85984|505|MEETING ROOM RENTAL|2004-12-13|50|58424|273143
85985|505|LABOR BOND|2004-01-17|382|58425|273143
